id,nombre_director,job,director_id
44478,André Hunebelle,Director,19639
215908,Walter Woodman,Director,1200521
215908,Patrick Cederberg,Director,1200522
122619,Pier Paolo Pasolini,Director,5970
122619,Giuseppe Bertolucci,Director,223988
48848,Pier Paolo Pasolini,Director,5970
48848,Giovanni Bonfanti,Director,1410094
27548,Greg Lamberson,Director,98173
211220,Christine Nielsen,Director,1195112
324930,Paul Catalanotto,Director,1500692
374416,Gennaro Nunziante,Director,120127
65777,Roy Ward Baker,Director,26134
39288,Roy Ward Baker,Director,26134
4459,Roy Ward Baker,Director,26134
80082,Roy Ward Baker,Director,26134
152393,Roy Ward Baker,Director,26134
110457,William Beaudine,Director,30833
325712,Derek Savage,Director,1084537
317198,Erik Canuel,Director,32868
84105,Daisy von Scherler Mayer,Director,56714
286987,Paul Hoen,Director,38692
271954,Özcan Deniz,Director,1250945
54330,Kim Jin-Yeong,Director,150416
129119,Yeşim Ustaoğlu,Director,145491
328480,Michel Poulette,Director,936622
284250,Erhan Kozan,Director,238215
82655,Calvin Lee Reeder,Director,928453
325134,Özcan Deniz,Director,1250945
159109,Calvin Lee Reeder,Director,928453
354216,Sean Byrne,Director,136345
376358,Mathew Levin II,Director,1559347
174751,Gavin O'Connor,Director,77003
45098,Won Tae-yeon,Director,144410
57718,Simon J. Smith,Director,44114
132873,Thomas Frickel,Director,1096255
333360,Lisa Immordino Vreeland,Director,928386
370665,Rohit Shetty,Director,86783
333596,Andrew Erwin,Director,909318
333596,Jon Erwin,Director,844266
331190,Jerry Jameson,Director,52094
299553,Jerry Dugan,Director,1378892
360055,John Lyde,Director,130791
336313,Tom Gianas,Director,1222348
336313,Ross Shuman,Director,1432957
296244,Kostas Ouzas,Director,1371533
296244,Nick Kozakis,Director,1371534
256959,Adirley Queirós,Director,1197657
127363,Michael Winterbottom,Director,172
28859,Maria Lease,Director,101449
168379,Miguel Ferrari,Director,937007
329440,Jason Zada,Director,1300274
41518,Sanjay Leela Bhansali,Director,42804
277934,Hakan Yonat,Director,1489293
141901,Özcan Deniz,Director,1250945
94555,Kwon Chil-in,Director,1002030
46494,William Berke,Director,136396
50669,William Berke,Director,136396
242354,Fred M. Wilcox,Director,12300
39436,Dario Argento,Director,4955
277968,Wolfgang Becker,Director,4780
127894,Yvan Attal,Director,2245
37460,Mani Ratnam,Director,78747
27621,Paul Hoen,Director,38692
102632,Prabhu Deva,Director,89154
279973,Brian Brough,Director,63481
291157,Shashanka Ghosh,Director,1364929
275269,Bejoy Nambiar,Director,557210
283589,Siddharth Anand,Director,35785
258100,Amanda Wilder,Director,1311130
30117,Kevin Connor,Director,95329
86068,Kevin Connor,Director,95329
313628,Park Jin-Pyo,Director,568019
138038,Stuart Gillard,Director,76418
43856,Henry Koster,Director,33064
118026,Shuhei Morita,Director,101361
284050,Álvaro Brechner,Director,233912
105991,Xiaoling Zhu,Director,1265892
287497,Kristina Grozeva,Director,1268451
287497,Petar Valchanov,Director,1268452
320420,Jonathon Narducci,Director,1426627
77194,Kazuki Omori,Director,72823
77855,Hilda Hidalgo,Director,505417
48661,Yoshio Kuroda,Director,1254240
204755,Masayuki Miyaji,Director,1187141
16075,Julian Jarrold,Director,29226
74842,Hirotsugu Kawasaki,Director,80751
122198,Valeria Sarmiento,Director,134464
173928,Jorge Paixão da Costa,Director,1035377
24154,Nizou Yamamoto,Director,1009730
59297,Sunao Katabuchi,Director,239858
254277,Amir Escandari,Director,1290459
321191,Ha Jung-woo,Director,75913
349176,Eiichirō Hasumi,Director,589915
374883,Mikko Niskanen,Director,222316
350554,Mika Kaurismäki,Director,54767
325173,Isaac Florentine,Director,78108
118236,Sydney Gilliat,Director,1797693
124122,Radley Metzger,Director,104178
49719,Etienne Périer,Director,149929
198667,Volker Schlöndorff,Director,10249
197053,Cyll Farney,Director,1118994
197053,Géza von Cziffra,Director,47157
113700,Burt Balaban,Director,32776
83119,Henry Cornelius,Director,107454
16912,Guy Hamilton,Director,9915
225834,John Guillermin,Director,6778
86942,Alejandro Jodorowsky,Director,55119
74884,Hubert Frank,Director,51043
60181,Jacques Deray,Director,40235
143355,Stipe Delić,Director,1118977
29982,Joanna Hogg,Director,105435
215408,Miquel Pujol,Director,1200060
362703,Lawrence Roeck,Director,1027173
289190,Jason Banker,Director,968069
54657,Dhavala Satyam,Director,1166358
347767,Eduardo Schuldt,Director,1045855
57393,Debs Gardner-Paterson,Director,226051
67339,Yi-Jung Hua,Director,147031
253353,Bruce Hendricks,Director,2443
32643,Peyton Reed,Director,59026
31237,Mark Monroe,Director,94816
342502,Christian Sesma,Director,130530
55949,Jim Wynorski,Director,98132
222932,Norman Foster,Director,87459
103851,Donald G. Jackson,Director,88939
243442,Leonardo Pieraccioni,Director,120271
196398,Sébastien Betbeder,Director,1086414
267310,Vanessa Lapa,Director,1314857
256735,Curtis Crawford,Director,132722
5953,Anatole Litvak,Director,37361
266249,Anatole Litvak,Director,37361
354105,Anatole Litvak,Director,37361
258384,Anatole Litvak,Director,37361
259325,Anatole Litvak,Director,37361
61046,Anatole Litvak,Director,37361
159849,Frank Capra,Director,2662
159849,Anatole Litvak,Director,37361
193321,Anatole Litvak,Director,37361
371759,Douglas Mackinnon,Director,152111
288463,Gabe Turner,Director,107818
115547,Paul Tanter,Director,109583
333675,Adam Nee,Director,174313
333675,Aaron Nee,Director,931525
272548,Antoine Bardou-Jacquet,Director,1325366
140229,Jos Stelling,Director,226101
361671,JR,Director,226050
245697,Urs Odermatt,Director,50729
294825,Paul Tomborello,Director,1390905
61662,Guy Debord,Director,56458
31343,René Viénet,Director,1283314
31343,Kuang-chi Tu,Director,1283317
150049,Yannick Kergoat,Director,19379
150049,Gilles Balbastre,Director,1270257
13713,Laurent Tuel,Director,78489
347155,Fernando Ruiz,Director,1483808
38883,Eric Lavaine,Director,121588
322317,Jaak Kilmi,Director,137660
322317,Arbo Tammiksaar,Director,1186433
236570,Delmer Daves,Director,76981
84782,Grigori Kozintsev,Director,562326
277631,Delbert Mann,Director,67451
329407,Charles Randazzo,Director,1459032
135307,Michel Hazanavicius,Director,67717
212753,Peter Stebbings,Director,55587
358238,Hooroo Jackson,Director,1538892
376823,Chris Bell,Director,78720
303665,Charlotte Fantelli,Director,1385903
104041,Daniel Petrie,Director,40549
86232,Josef von Sternberg,Director,2891
139712,Jason Barker,Director,1038108
139712,Alexandra Weltz,Director,1667679
106739,Tyler Hughen,Director,1135637
106739,Kahlil Hudson,Director,1113391
150054,Wael Ehsan,Director,127767
321974,Amy Berg,Director,74060
80970,Jean Rollin,Director,88820
253150,Brian Stillman,Director,1288549
137333,Matthew Leutwyler,Director,70301
371492,Mélanie Laurent,Director,19119
371492,Cyril Dion,Director,1548355
340401,Michael David Pate,Director,1338018
273167,Daniel Petrie,Director,40549
71445,Daniel Petrie,Director,40549
293006,Robert Kiviat,Director,1376295
377206,Ezra Kemp,Director,1562477
249926,John Alexander,Director,1110379
72054,Rasmus Heide,Director,89956
86987,Magnus Martens,Director,447777
89877,Niels Nørløv Hansen,Director,999630
270724,Deng Chao,Director,99689
286687,Ko Kyeong-Ah,Director,1352934
76764,Jack Gold,Director,70055
151687,Jack Gold,Director,70055
279006,James Goldstone,Director,15630
284467,James Goldstone,Director,15630
180813,Jeremy Frindel,Director,1168087
356994,Jack Anderson,Director,1502584
198890,Dinos Dimopoulos,Director,1121068
315880,Giuseppe Tornatore,Director,65314
340176,Sion Sono,Director,67075
361854,Stephan Rick,Director,1320797
173056,Brad Crawford,Director,1173083
23382,Thomas Jane,Director,11155
286697,Soon-Mi Yoo,Director,1085918
85696,John McKay,Director,110169
92189,Michael Audley,Director,994161
220075,Hark Joon Lee,Director,1336668
53766,Cecil B. DeMille,Director,8636
130275,William C. de Mille,Director,1139079
124527,Terence Fisher,Director,29662
155336,Michal Marczak,Director,1136478
85611,Terence Fisher,Director,29662
3025,Terence Fisher,Director,29662
76817,Wenzel Storch,Director,1184477
187442,Ricardo Maldonado,Director,164509
345875,Eytan Rockaway,Director,1513670
279997,Guy Pigden,Director,1336762
85032,Shinya Tsukamoto,Director,58608
68184,Robin Blazak,Director,550489
40768,Laura Poitras,Director,220691
40768,Linda Goode Bryant,Director,1514950
253304,Iva Radivojevic,Director,1288791
79997,Waldemar Krzystek,Director,94063
77600,Bogusław Linda,Director,144972
79516,Youichi Mouri,Director,587348
36620,Maciej Pieprzyca,Director,1000741
26314,Konrad Niewolski,Director,95107
176535,Tomasz Wiszniewski,Director,1110410
74921,Marek Koterski,Director,228086
153266,Janusz Zaorski,Director,2833
78326,Antoni Krauze,Director,583745
58553,Marek Koterski,Director,228086
36626,Dariusz Gajewski,Director,1558128
31855,Jan Kidawa-Blonski,Director,133955
13274,Tetsuya Nomura,Director,9660
13274,Morio Asaka,Director,137703
16907,Tensai Okamura,Director,187
209385,Andrzej Wajda,Director,2801
36377,Ryszard Bugajski,Director,83319
144942,Phil Churchward,Director,148497
176037,Maciej Żak,Director,543823
329550,Ryszard Zatorski,Director,589507
38941,Juliusz Machulski,Director,107639
282768,Enrico Audenino,Director,1343616
282768,Francesco Calabrese,Director,1210932
90909,Marcell Jankovics,Director,125403
93862,Alan Gibson,Director,46997
152388,Jim O'Connolly,Director,107333
85434,Gerardo Herrero,Director,47059
169009,Eric Till,Director,35325
285011,Bernard B. Ray,Director,117573
110372,Jorge Olguín,Director,1021765
48431,Harry Cleven,Director,1161618
108246,Busby Berkeley,Director,95293
133255,Richard C. Kahn,Director,592323
63654,K. V. Anand,Director,110701
71918,Sreenu Vaitla,Director,1107021
106495,Michael Curtiz,Director,4109
54242,F. Richard Jones,Director,150176
54242,James Young,Director,150184
190183,George Randol,Director,1198793
165462,Jack Kemp,Director,1147044
156981,Christian Winters,Director,1138212
193439,William Beaudine,Director,30833
257907,Harry L. Fraser,Director,34799
267483,Oscar Micheaux,Director,253152
284514,Javier Ruiz Caldera,Director,114464
351145,Dani de la Torre,Director,1489750
38057,Frankie Chung,Director,1085258
113843,Jean Negulesco,Director,19606
218221,Keisuke Kinoshita,Director,587603
339790,Howard Brookner,Director,940694
126423,Les Blank,Director,142594
322400,Robert Drew,Director,1420
153444,Julien Duvivier,Director,39058
184819,Julien Duvivier,Director,39058
84248,Julien Duvivier,Director,39058
42690,Julien Duvivier,Director,39058
115162,Julien Duvivier,Director,39058
5067,Julien Duvivier,Director,39058
84035,Julien Duvivier,Director,39058
76777,Julien Duvivier,Director,39058
76775,Julien Duvivier,Director,39058
76772,Julien Duvivier,Director,39058
147360,Julien Duvivier,Director,39058
4709,Julien Duvivier,Director,39058
68754,Julien Duvivier,Director,39058
43462,Julien Duvivier,Director,39058
46184,Reginald Le Borg,Director,100793
116712,Julien Duvivier,Director,39058
64418,Julien Duvivier,Director,39058
92254,Julien Duvivier,Director,39058
169479,Julien Duvivier,Director,39058
105549,Julien Duvivier,Director,39058
47612,Julien Duvivier,Director,39058
92413,Julien Duvivier,Director,39058
214600,Julien Duvivier,Director,39058
348678,Hannes Holm,Director,556711
238985,Kurt Neumann,Director,70565
55873,Kurt Neumann,Director,70565
163312,Piotr Dumala,Director,1059910
352024,Piotr Dumala,Director,1059910
67018,Radley Metzger,Director,104178
24041,Stephen Purvis,Director,1126353
134409,Gotham Chopra,Director,70575
334878,Clovis Cornillac,Director,24891
173080,Jerry Ciccoritti,Director,1212571
46695,Rob Spera,Director,84982
84951,Mark Woods,Director,63657
57845,Jack Ersgard,Director,79193
79500,Charles Band,Director,19707
79500,Albert Band,Director,19708
47360,Alfonso Corona,Director,148192
47363,Howard R. Cohen,Director,52187
28920,James Lemmo,Director,189083
359807,Miguel Faria Jr.,Director,237770
56589,Robert Lamoureux,Director,91484
259835,Osvaldo Civirani,Director,259027
373355,Robert Cannan,Director,1313223
373355,Ross Adam,Director,1551246
373451,Spike Lee,Director,5281
326094,Todd Solondz,Director,66605
276905,Trevor Wall,Director,1448215
323675,Tim Story,Director,20400
312669,Rebecca Miller,Director,41670
377565,Tassos Boulmetis,Director,72516
53301,Uğur Yücel,Director,147775
47367,Roberto Faenza,Director,80586
59264,Roberto Faenza,Director,80586
59264,Filippo Macelloni,Director,229115
27069,Bruce LaBruce,Director,1115333
366924,Jay Oliva,Director,105643
27748,Royston Tan,Director,98882
256102,Tan Pin Pin,Director,1322394
85268,Bobby A. Suarez,Director,935868
320005,Aleksey German Jr,Director,1427193
211845,Tony Mitchell,Director,32838
211845,Christopher Spencer,Director,235820
211845,Crispin Reece,Director,1196018
136716,David Helpern,Director,936521
204269,David Helpern,Director,936521
79911,Nathan Schiff,Director,935864
309968,Dominique Adams,Director,1480118
276898,Phillip Andrew Morton,Director,1018097
217587,Scott P. Harris,Director,1202469
158431,Christian Ford,Director,69672
46442,Björn Richie Lob,Director,136157
53290,Werner Boote,Director,238959
187633,Giorgio Ferroni,Director,33724
211139,Giorgio Ferroni,Director,33724
95838,Giorgio Ferroni,Director,33724
274817,Shinobu Yaguchi,Director,83524
3692,Giorgio Ferroni,Director,33724
73477,Giorgio Ferroni,Director,33724
112570,Giorgio Ferroni,Director,33724
43036,Giorgio Ferroni,Director,33724
67083,Isaac Julien,Director,108464
87943,Kim Longinotto,Director,1046935
87943,Florence Ayisi,Director,1139506
162505,Tomás Gutiérrez Alea,Director,72646
162505,Sara Gómez,Director,1189465
162505,Julio García Espinosa,Director,1189467
162505,Thomas González Pérez,Director,1189468
63318,Agnès Varda,Director,6817
85729,Vera Storozheva,Director,143679
255396,Michael Spiccia,Director,1292272
319888,Dexter Fletcher,Director,974
375290,Raja Menon,Director,87296
376047,Abhishek Kapoor,Director,85585
145373,Sergio Garrone,Director,107276
145379,Sergio Garrone,Director,107276
74197,Sergio Garrone,Director,107276
149691,Sergio Garrone,Director,107276
150708,Sergio Garrone,Director,107276
222619,Danny Bilson,Director,44789
26703,Albert Band,Director,19708
264036,Alyona Zvantsova,Director,557960
104081,Eduardo Mignogna,Director,560264
64462,Eduardo Milewicz,Director,239249
65795,José Luis Cuerda,Director,19842
161024,Martín Carranza,Director,1143299
161024,Victoria Galardi,Director,981342
35411,Fernando Trueba,Director,37526
109690,David Marqués,Director,1031128
222030,Luiso Berdejo,Director,586103
42107,Nick Broomfield,Director,92561
42107,Sandi Sissel,Director,137179
331962,Gee Malik Linton,Director,1443611
27428,Dae-wung Lim,Director,580244
273973,Jay Thames,Director,1297133
301729,Marc Furmie,Director,1382921
224885,Will Wallace,Director,158231
165718,Masaaki Yuasa,Director,93107
329805,Maïwenn,Director,64210
83617,Tamás Keményffy,Director,544548
276883,Anne de Mare,Director,1312220
276883,Kirsten Kelly,Director,1312221
283710,Shinya Tsukamoto,Director,58608
29351,Piero Vivarelli,Director,103607
255575,Majid Barzegar,Director,1293754
127468,Juan Bautista Stagnaro,Director,941733
291154,Habib Faisal,Director,147709
261815,Keith Miller,Director,935159
44554,Andrew Lau,Director,65994
273899,Roland Emmerich,Director,6046
337029,Bernard Rose,Director,57851
345235,Chen Kaige,Director,20640
336807,Philippe Faucon,Director,1100729
70412,Teruo Ishii,Director,86246
38268,Jun Fukuda,Director,30561
35021,Jerzy Hoffman,Director,113601
301744,Yevgeni Tatarsky,Director,128280
97666,Vladimir Menshov,Director,23442
220029,Jon Jones,Director,120930
157293,Remo D'Souza,Director,1170143
187737,Gianfranco De Bosio,Director,25821
220176,Han Jae-rim,Director,1059129
377136,Sergei Ursuliak,Director,1562272
156220,Jean-Xavier de Lestrade,Director,937129
67198,Shane Dax Taylor,Director,59502
333387,Nick Sandow,Director,95519
362057,Kevin Goetz,Director,21476
362057,Michael Goetz,Director,21477
353378,Adriana Trigiani,Director,1213330
300792,Louie Psihoyos,Director,94815
348069,Timon Birkhofer,Director,1485785
348069,Jørg M. Kundinger,Director,1485786
40700,Takehiko Shinjō,Director,123885
323435,Andrew Droz Palermo,Director,1106693
360030,Werner Herzog,Director,6818
378263,Joseph Tosconi,Director,1565722
291851,Sean McNamara,Director,129952
50938,Banjong Pisantanakul,Director,287250
117316,Guy Nattiv,Director,1119247
117316,Erez Tadmor,Director,235136
352156,Sue Brooks,Director,552208
38677,Vinayak V.V.,Director,148034
25366,Michel Negroponte,Director,93632
340243,Tim McCann,Director,99859
139777,Michael Caton-Jones,Director,30365
378350,Aleksi Salmenperä,Director,93003
281968,Eugène Green,Director,935359
333658,Shawn Ku,Director,54614
224243,Axelle Carolyn,Director,231199
321258,William Brent Bell,Director,62768
343795,Michael Polish,Director,41887
119586,Cirio H. Santiago,Director,105084
339547,Yoav Paz,Director,507840
339547,Doron Paz,Director,507842
285697,Pedro Costa,Director,256841
138022,Kevin Rafferty,Director,96446
138022,James Ridgeway,Director,1020081
138022,Anne Bohlen,Director,1572014
340255,Oliver Thompson,Director,1400889
48242,Matt Cimber,Director,140086
29695,Robbie Bryan,Director,104668
